English,Japanese,Industry,TSE,Exchange,Source
Technoflex Corp.,,Building Materials/Products,3449,XTKS,1WSJ
Tecnos Japan Inc.,,Software,3666,XTKS,1WSJ
Teijin Ltd.,,Chemicals,3401,XTKS,1WSJ
Teikoku Electric Mfg. Co. Ltd.,,Industrial Machinery,6333,XTKS,1WSJ
Teikoku Sen-I Co. Ltd.,,Clothing,3302,XTKS,1WSJ
Teikoku Tsushin Kogyo Co. Ltd.,,Industrial Electronics,6763,XTKS,1WSJ
Tekken Corp.,,Construction,1815,XTKS,1WSJ
Temairazu Inc.,,Internet/Online,2477,XTKS,1WSJ
Temona Inc.,,Software,3985,XTKS,1WSJ
Ten Allied Co. Ltd.,,Restaurants,8207,XTKS,1WSJ
Tenma Corp.,,Industrial Products,7958,XTKS,1WSJ
Tenmaya Store Co. Ltd.,,Food Retail,9846,XTKS,1WSJ
Tenpo Innovation Co. Ltd.,,Real Estate Developers,3484,XTKS,1WSJ
Tensho Electric Industries Co. Ltd.,,Industrial Machinery,6776,XTKS,1WSJ
Tera Probe Inc.,,Precision Products,6627,XTKS,1WSJ
Teraoka Seisakusho Co. Ltd.,,Chemicals,4987,XTKS,1WSJ
Terasaki Electric Co. Ltd.,,Industrial Electronics,6637,XJAS,1WSJ
Terminalcare Support Institute Inc.,,Real Estate Developers,7362,XTKS,1WSJ
TerraSky Co. Ltd.,,Internet/Online,3915,XTKS,1WSJ
Terumo Corp.,,Medical Equipment/Supplies,4543,XTKS,1WSJ
Tetsujin Inc.,,Recreational Services,2404,XTKS,1WSJ
Three F Co. Ltd.,,Food Retail,7544,XTKS,1WSJ
Tigers Polymer Corp.,,Industrial Products,4231,XTKS,1WSJ
Tisc Co. Ltd.,,Software,4349,XNGO,1WSJ
Titan Kogyo K.K.,,Chemicals,4098,XTKS,1WSJ
Toa Corp. (1885),,Construction,1885,XTKS,1WSJ
Toa Corp. (6809),,Audio/Video Equipment,6809,XTKS,1WSJ
Toa Oil Co. Ltd.,,Oil & Gas Products/Services,5008,XTKS,1WSJ
Toa Road Corp.,,Construction,1882,XTKS,1WSJ
Toabo Corp.,,Clothing,3204,XTKS,1WSJ
Toagosei Co. Ltd.,,Chemicals,4045,XTKS,1WSJ
Toami Corp.,,Building Materials/Products,5973,XTKS,1WSJ
Tobila Systems Inc.,,Software,4441,XTKS,1WSJ
Tobishima Corp.,,Construction,1805,XTKS,1WSJ
Tobu Railway Co. Ltd.,,Railroads,9001,XTKS,1WSJ
Tocalo Co. Ltd.,,Building Materials/Products,3433,XTKS,1WSJ
Tochigi Bank Ltd.,,Banking,8550,XTKS,1WSJ
Toda Corp.,,Construction,1860,XTKS,1WSJ
Toda Kogyo Corp.,,Chemicals,4100,XTKS,1WSJ
Toei Co. Ltd.,,Motion Picture/Sound Recording,9605,XTKS,1WSJ
Toell Co. Ltd.,,Gas Utilities,3361,XTKS,1WSJ
Toenec Corp.,,Construction,1946,XTKS,1WSJ
Togami Electric Mfg. Co. Ltd.,,Industrial Electronics,6643,XTKS,1WSJ
Toho Acetylene Co. Ltd.,,Chemicals,4093,XTKS,1WSJ
Toho Bank Ltd.,,Banking,8346,XTKS,1WSJ
Toho Chemical Industry Co. Ltd.,,Chemicals,4409,XTKS,1WSJ
Toho Co. Ltd. (8142),,Food Retail,8142,XTKS,1WSJ
Toho Co. Ltd. (9602),,Motion Picture/Sound Recording,9602,XTKS,1WSJ
Toho Gas Co. Ltd.,,Gas Utilities,9533,XTKS,1WSJ
Toho Holdings Co. Ltd.,,Pharmaceuticals,8129,XTKS,1WSJ
Toho Kinzoku Co. Ltd.,,Non-Ferrous Metals,5781,XTKS,1WSJ
Toho System Science Co. Ltd.,,Software,4333,XTKS,1WSJ
Toho Titanium Co. Ltd.,,Non-Ferrous Metals,5727,XTKS,1WSJ
Toho Zinc Co. Ltd.,,Non-Ferrous Metals,5707,XTKS,1WSJ
Tohoku Bank Ltd.,,Banking,8349,XTKS,1WSJ
Tohoku Electric Power Co. Inc.,,Electric Utilities,9506,XTKS,1WSJ
Tohto Suisan Co. Ltd.,,Food Retail,8038,XTKS,1WSJ
Tokai Carbon Co. Ltd.,,Chemicals,5301,XTKS,1WSJ
Tokai Corp. (9729),,Healthcare Provision,9729,XTKS,1WSJ
Tokai Electronics Co. Ltd.,,Wholesalers,8071,XNGO,1WSJ
Tokai Holdings Corp.,,Gas Utilities,3167,XTKS,1WSJ
Tokai Kisen Co. Ltd.,,Water Transport/Shipping,9173,XTKS,1WSJ
Tokai Lease Co. Ltd.,,Real Estate Developers,9761,XTKS,1WSJ
Tokai Rika Co. Ltd.,,Motor Vehicle Parts,6995,XTKS,1WSJ
Tokai Senko K.K.,,Clothing,3577,XTKS,1WSJ
Tokai Soft Co. Ltd.,,Software,4430,XTKS,1WSJ
Tokai Tokyo Financial Holdings Inc.,,Securities,8616,XTKS,1WSJ
Tokaido REIT Inc.,,Industrial/Office REITs,2989,XTKS,1WSJ
Token Corp.,,Residential Building Construction,1766,XTKS,1WSJ
Tokuden Co. Ltd.,,Precision Products,3437,XJAS,1WSJ
Tokura Construction Co. Ltd.,,Construction,1892,XNGO,1WSJ
Tokushu Tokai Paper Co. Ltd.,,Paper/Pulp,3708,XTKS,1WSJ
Tokuyama Corp.,,Chemicals,4043,XTKS,1WSJ
Tokyo Automatic Machinery Works Ltd.,,Industrial Machinery,6360,XTKS,1WSJ
Tokyo Base Co. Ltd.,,Clothing Retail,3415,XTKS,1WSJ
Tokyo Board Industries Co. Ltd.,,Forestry & Wood Products,7815,XTKS,1WSJ
Tokyo Century Corp.,,General Services,8439,XTKS,1WSJ
Tokyo Cosmos Electric Co. Ltd.,,Industrial Electronics,6772,XTKS,1WSJ
Tokyo Electric Power Co. Holdings Inc.,,Electric Utilities,9501,XTKS,1WSJ
Tokyo Electron Device Ltd.,,Semiconductors,2760,XTKS,1WSJ
Tokyo Electron Ltd.,,Semiconductors,8035,XTKS,1WSJ
Tokyo Energy & Systems Inc.,,Construction,1945,XTKS,1WSJ
Tokyo Gas Co. Ltd.,,Gas Utilities,9531,XTKS,1WSJ
Tokyo Ichiban Foods Co. Ltd.,,Restaurants,3067,XTKS,1WSJ
Tokyo Individualized Educational Institute Inc.,,Consumer Services,4745,XTKS,1WSJ
Tokyo Infrastructure Energy Investment Corp.,,Shell companies,9285,XTKS,1WSJ
Tokyo Kaikan Co. Ltd.,,Restaurants,9701,XTKS,1WSJ
Tokyo Keiki Inc.,,Precision Products,7721,XTKS,1WSJ
Tokyo Kikai Seisakusho Ltd.,,Industrial Machinery,6335,XTKS,1WSJ
Tokyo Kiraboshi Financial Group Inc.,,Banking,7173,XTKS,1WSJ
Tokyo Kisen Co. Ltd.,,Water Transport/Shipping,9193,XTKS,1WSJ
Tokyo Koki Co. Ltd.,,Precision Products,7719,XTKS,1WSJ
Tokyo Ohka Kogyo Co. Ltd.,,Semiconductors,4186,XTKS,1WSJ
Tokyo Printing Ink Mfg. Co. Ltd.,,Chemicals,4635,XTKS,1WSJ
Tokyo Radiator Mfg. Co. Ltd.,,Motor Vehicle Parts,7235,XTKS,1WSJ
Tokyo Rakutenchi Co. Ltd.,,Real Estate Developers,8842,XTKS,1WSJ
Tokyo Rope Mfg. Co. Ltd.,,Iron/Steel,5981,XTKS,1WSJ
Tokyo Sangyo Co. Ltd.,,Industrial Electronics,8070,XTKS,1WSJ
Tokyo Seimitsu Co. Ltd.,,Semiconductors,7729,XTKS,1WSJ
Tokyo Soir Co. Ltd.,,Clothing,8040,XTKS,1WSJ
Tokyo Steel Manufacturing Co. Ltd.,,Iron/Steel,5423,XTKS,1WSJ
Tokyo Tatemono Co. Ltd.,,Real Estate Developers,8804,XTKS,1WSJ
Tokyo Tekko Co. Ltd.,,Iron/Steel,5445,XTKS,1WSJ
Tokyo Theatres Co. Inc.,,Recreational Services,9633,XTKS,1WSJ
Tokyo Tsushin Inc.,,Advertising/Marketing/Public Relations,7359,XTKS,1WSJ
Tokyotokeiba Co. Ltd.,,Recreational Services,9672,XTKS,1WSJ
Tokyu Construction Co. Ltd. (1720),,Construction,1720,XTKS,1WSJ
Tokyu Corp.,,Diversified Holding Companies,9005,XTKS,1WSJ
Tokyu Fudosan Holdings Corp.,,Real Estate Developers,3289,XTKS,1WSJ
Tokyu REIT Inc.,,Industrial/Office REITs,8957,XTKS,1WSJ
Tokyu Recreation Co. Ltd.,,Recreational Services,9631,XTKS,1WSJ
Tomato Bank Ltd.,,Banking,8542,XTKS,1WSJ
Tomen Devices Corp.,,Semiconductors,2737,XTKS,1WSJ
Tomoe Corp.,,Construction,1921,XTKS,1WSJ
Tomoe Engineering Co. Ltd.,,Industrial Machinery,6309,XTKS,1WSJ
Tomoegawa Co. Ltd.,,Chemicals,3878,XTKS,1WSJ
Tomoku Co. Ltd.,,Containers/Packaging,3946,XTKS,1WSJ
Tomony Holdings Inc.,,Banking,8600,XTKS,1WSJ
Tomy Co. Ltd.,,Toys & Games,7867,XTKS,1WSJ
Tonami Holdings Co. Ltd.,,Transportation Services,9070,XTKS,1WSJ
Tone Co. Ltd.,,Housewares,5967,XTKS,1WSJ
Top Culture Co. Ltd.,,Specialty Retail,7640,XTKS,1WSJ
Topcon Corp.,,Networking,7732,XTKS,1WSJ
Toppan Forms Co. Ltd.,,Printing,7862,XTKS,1WSJ
Toppan Inc.,,Printing,7911,XTKS,1WSJ
Topre Corp.,,Motor Vehicle Parts,5975,XTKS,1WSJ
Topy Industries Ltd.,,Industrial Products,7231,XTKS,1WSJ
Toray Industries Inc.,,Chemicals,3402,XTKS,1WSJ
Torex Semiconductor Ltd.,,Semiconductors,6616,XTKS,1WSJ
Toridoll Holdings Corp.,,Restaurants,3397,XTKS,1WSJ
Torigoe Co. Ltd.,,Food Products,2009,XTKS,1WSJ
Torii Pharmaceutical Co. Ltd.,,Pharmaceuticals,4551,XTKS,1WSJ
Torikizoku Holdings Co. Ltd.,,Restaurants,3193,XTKS,1WSJ
Torishima Pump Mfg. Co. Ltd.,,Industrial Machinery,6363,XTKS,1WSJ
Tose Co. Ltd.,,Software,4728,XTKS,1WSJ
Tosei Corp.,,Real Estate Developers,8923,XTKS,1WSJ
Tosei REIT Investment Corp.,,Industrial/Office REITs,3451,XTKS,1WSJ
Toshiba Corp.,,Computers/Consumer Electronics,6502,XTKS,1WSJ
Toshiba Tec Corp.,,Computers/Consumer Electronics,6588,XTKS,1WSJ
Tosho Co. Ltd.,,Recreational Services,8920,XTKS,1WSJ
Toso Co. Ltd.,,Housewares,5956,XTKS,1WSJ
Tosoh Corp.,,Chemicals,4042,XTKS,1WSJ
Totech Corp.,,Building Materials/Products,9960,XTKS,1WSJ
Totenko Co. Ltd.,,Restaurants,8181,XTKS,1WSJ
Totetsu Kogyo Co. Ltd.,,Construction,1835,XTKS,1WSJ
Toto Ltd.,,Building Materials/Products,5332,XTKS,1WSJ
Totoku Electric Co. Ltd.,,Industrial Electronics,5807,XTKS,1WSJ
Tottori Bank Ltd.,,Banking,8383,XTKS,1WSJ
Toukei Computer Co. Ltd.,,Computer Services,4746,XTKS,1WSJ
Toumei Co. Ltd.,,Wired Telecommunications Services,4439,XTKS,1WSJ
Towa Bank Ltd.,,Banking,8558,XTKS,1WSJ
Towa Pharmaceutical Co. Ltd.,,Pharmaceuticals,4553,XTKS,1WSJ
Townnews-Sha Co. Ltd.,,Publishing,2481,XJAS,1WSJ
Toyo Asano Foundation Co. Ltd.,,Building Materials/Products,5271,XTKS,1WSJ
Toyo Construction Co. Ltd.,,Construction,1890,XTKS,1WSJ
Toyo Denki Seizo K.K.,,Industrial Electronics,6505,XTKS,1WSJ
Toyo Drilube Co. Ltd.,,Chemicals,4976,XJAS,1WSJ
Toyo Electric Corp.,,Precision Products,6655,XNGO,1WSJ
Toyo Engineering Corp.,,Construction,6330,XTKS,1WSJ
Toyo Ink SC Holdings Co. Ltd.,,Chemicals,4634,XTKS,1WSJ
Toyo Kanetsu K.K.,,Building Materials/Products,6369,XTKS,1WSJ
Toyo Knife Co. Ltd.,,Industrial Machinery,5964,XTKS,1WSJ
Toyo Logistics Co. Ltd.,,Transportation Services,9306,XTKS,1WSJ
Toyo Securities Co. Ltd.,,Securities,8614,XTKS,1WSJ
Toyo Seikan Group Holdings Ltd.,,Containers/Packaging,5901,XTKS,1WSJ
Toyo Shutter Co. Ltd.,,Building Materials/Products,5936,XTKS,1WSJ
Toyo Sugar Refining Co. Ltd.,,Food Products,2107,XTKS,1WSJ
Toyo Suisan Kaisha Ltd.,,Food Products,2875,XTKS,1WSJ
Toyo Tanso Co. Ltd.,,Chemicals,5310,XTKS,1WSJ
Toyo Tec Co. Ltd.,,General Services,9686,XTKS,1WSJ
Toyo Tire Corp.,,Tires,5105,XTKS,1WSJ
Toyo Wharf & Warehouse Co. Ltd.,,Transportation Services,9351,XTKS,1WSJ
Toyobo Co. Ltd.,,Clothing,3101,XTKS,1WSJ
Toyoda Gosei Co. Ltd.,,Motor Vehicle Parts,7282,XTKS,1WSJ
Toyokumo Inc.,,Internet/Online,4058,XTKS,1WSJ
Toyota Boshoku Corp.,,Motor Vehicle Parts,3116,XTKS,1WSJ
Toyota Industries Corp.,,Motor Vehicle Parts,6201,XTKS,1WSJ
Toyota Motor Corp.,,Automobiles,7203,XTKS,1WSJ
Toyota Tsusho Corp.,,Diversified Holding Companies,8015,XTKS,1WSJ
Tradia Corp.,,Transportation Services,9365,XTKS,1WSJ
Trancom Co. Ltd.,,Transportation Services,9058,XTKS,1WSJ
Trans Genic Inc.,,Biotechnology,2342,XTKS,1WSJ
Transaction Co. Ltd.,,Housewares,7818,XTKS,1WSJ
Tre Holdings Corp.,,Environment/Waste Management,9247,XTKS,1WSJ
Treasure Factory Co. Ltd.,,Specialty Retail,3093,XTKS,1WSJ
Trend Micro Inc.,,Software,4704,XTKS,1WSJ
Trenders Inc.,,Advertising/Marketing/Public Relations,6069,XTKS,1WSJ
Tri Chemical Laboratories Inc.,,Semiconductors,4369,XTKS,1WSJ
Tri-Stage Inc.,,Advertising/Marketing/Public Relations,2178,XTKS,1WSJ
Trinity Industrial Corp.,,Industrial Machinery,6382,XTKS,1WSJ
Truck-One Co. Ltd.,,Specialty Retail,3047,XFKA,1WSJ
True Data Inc.,,Software,4416,XTKS,1WSJ
Trusco Nakayama Corp.,,Wholesalers,9830,XTKS,1WSJ
Trust Co. Ltd.,,Specialty Retail,3347,XTKS,1WSJ
Trust Holdings Inc.,,General Services,3286,XTKS,1WSJ
Tsubaki Nakashima Co. Ltd.,,Precision Products,6464,XTKS,1WSJ
Tsubakimoto Chain Co.,,Industrial Machinery,6371,XTKS,1WSJ
Tsubakimoto Kogyo Co. Ltd.,,Wholesalers,8052,XTKS,1WSJ
Tsuchiya Holdings Co. Ltd.,,Residential Building Construction,1840,XTKS,1WSJ
Tsudakoma Corp.,,Industrial Machinery,6217,XTKS,1WSJ
Tsugami Corp.,,Precision Products,6101,XTKS,1WSJ
Tsukada Global Holdings Inc.,,Consumer Services,2418,XTKS,1WSJ
Tsukamoto Corp. Co. Ltd.,,Clothing,8025,XTKS,1WSJ
Tsukiji Uoichiba Co. Ltd.,,Food Retail,8039,XTKS,1WSJ
Tsukishima Kikai Co. Ltd.,,Industrial Machinery,6332,XTKS,1WSJ
Tsukuba Bank Ltd.,,Banking,8338,XTKS,1WSJ
Tsukubaseiko Co. Ltd.,,Industrial Electronics,6596,XTKS,1WSJ
Tsumura & Co.,,Pharmaceuticals,4540,XTKS,1WSJ
Tsunagu Group Holdings Inc.,,Employment/Training Services,6551,XTKS,1WSJ
Tsuruha Holdings Inc.,,Drug Retail,3391,XTKS,1WSJ
Tsurumi Manufacturing Co. Ltd.,,Industrial Machinery,6351,XTKS,1WSJ
Tsuruya Co. Ltd.,,Building Materials/Products,5386,XTKS,1WSJ
Tsutsumi Jewelry Co. Ltd.,,Clothing Retail,7937,XTKS,1WSJ
Tsuzuki Denki Co. Ltd.,,Computers/Consumer Electronics,8157,XTKS,1WSJ
Twenty-Four Seven Inc.,,Recreational Services,7074,XTKS,1WSJ
Twinbird Corp.,,Housewares,6897,XTKS,1WSJ
UACJ Corp.,,Aluminum,5741,XTKS,1WSJ
UBE Industries,宇部興産株式会社,,4208,,2WIKI
ULS Group Inc.,,Computer Services,3798,XJAS,1WSJ
ULVAC Inc.,,Precision Products,6728,XTKS,1WSJ
UMC Electronics Co. Ltd.,,Industrial Electronics,6615,XTKS,1WSJ
UNIRITA Inc.,,Software,3800,XJAS,1WSJ
UNITED Inc.,,Advertising/Marketing/Public Relations,2497,XTKS,1WSJ
UPR Corp.,,General Services,7065,XTKS,1WSJ
USEN-Next Holdings Co. Ltd.,,Motion Picture/Sound Recording,9418,XTKS,1WSJ
USS Co. Ltd.,,Specialty Retail,4732,XTKS,1WSJ
UT Group Co. Ltd.,,Semiconductors,2146,XTKS,1WSJ
UUUM Co. Ltd.,,Motion Picture/Sound Recording,3990,XTKS,1WSJ
Ubicom Holdings Inc.,,Computer Services,3937,XTKS,1WSJ
Ubiquitous AI Corp.,,Software,3858,XJAS,1WSJ
Uchida Yoko Co. Ltd.,,Furniture,8057,XTKS,1WSJ
Uchiyama Holdings Co. Ltd.,,Diversified Holding Companies,6059,XTKS,1WSJ
Ueki Corp.,,Construction,1867,XTKS,1WSJ
Uluru Co. Ltd.,,Computer Services,3979,XTKS,1WSJ
Umenohana Co. Ltd.,,Restaurants,7604,XTKS,1WSJ
Unicafe Inc.,,Non-Alcoholic Beverages/Drinks,2597,XTKS,1WSJ
Unicharm,株式会社ユニチャーム,,8113,,2WIKI
Uniden,ユニデン株式会社,,6815,,2WIKI
Uniform Next Co. Ltd.,,Wholesalers,3566,XTKS,1WSJ
Union Tool Co.,,Industrial Machinery,6278,XTKS,1WSJ
Unipos Inc.,,Advertising/Marketing/Public Relations,6550,XTKS,1WSJ
Unipres Corp.,,Motor Vehicle Parts,5949,XTKS,1WSJ
Unite & Grow Inc.,,Computer Services,4486,XTKS,1WSJ
United & Collective Co. Ltd.,,Restaurants,3557,XTKS,1WSJ
United Arrows Ltd.,,Clothing Retail,7606,XTKS,1WSJ
United Super Markets Holdings Inc.,,Food Retail,3222,XTKS,1WSJ
United Urban Investment Corp.,,Diversified REITs,8960,XTKS,1WSJ
Unitika,ユニチカ株式会社,,3103,,2WIKI
Univance Corp.,,Motor Vehicle Parts,7254,XTKS,1WSJ
Unozawa-Gumi Iron Works Ltd.,,Industrial Machinery,6396,XTKS,1WSJ
Uny,ユニー株式会社,,8270,,2WIKI
Uoki Co. Ltd.,,Food Retail,2683,XTKS,1WSJ
Uoriki Co. Ltd.,,Food Retail,7596,XTKS,1WSJ
Urbanet Corp. Co. Ltd.,,Real Estate Developers,3242,XJAS,1WSJ
User Local Inc.,,Software,3984,XTKS,1WSJ
Ushio Inc.,,Industrial Electronics,6925,XTKS,1WSJ
Utoc Corp.,,Transportation Services,9358,XTKS,1WSJ
Uzabase Inc.,,Computer Services,3966,XTKS,1WSJ
V Technology Co. Ltd.,,Precision Products,7717,XTKS,1WSJ
V-Cube Inc.,,Software,3681,XTKS,1WSJ
VALUENEX Japan Inc.,,Diversified Business Services,4422,XTKS,1WSJ
VIA Holdings Inc.,,Restaurants,7918,XTKS,1WSJ
VINX Corp.,,Software,3784,XTKS,1WSJ
VIS Co. Ltd.,,Construction,5071,XTKS,1WSJ
VISCO Technologies Corp.,,Precision Products,6698,XTKS,1WSJ
VLC Holdings Co. Ltd.,,Advertising/Marketing/Public Relations,2467,XNGO,1WSJ
VT Holdings Co. Ltd.,,Specialty Retail,7593,XTKS,1WSJ
Valor Holdings Co. Ltd.,,Food Retail,9956,XTKS,1WSJ
Valqua Ltd.,,Chemicals,7995,XTKS,1WSJ
Valtes Co. Ltd.,,Software,4442,XTKS,1WSJ
Value Golf Inc.,,Shell companies,3931,XTKS,1WSJ
Value HR Co. Ltd.,,Computer Services,6078,XTKS,1WSJ
ValueCommerce Co. Ltd.,,Advertising/Marketing/Public Relations,2491,XTKS,1WSJ
Valuedesign Inc.,,Consumer Finance,3960,XTKS,1WSJ
Valuence Holdings Inc.,,Specialty Retail,9270,XTKS,1WSJ
VarioSecure Inc.,,Computer Services,4494,XTKS,1WSJ
Vector Inc. (6058),,Advertising/Marketing/Public Relations,6058,XTKS,1WSJ
Vega Corp. Co. Ltd.,,Home Goods Retail,3542,XTKS,1WSJ
Veltra Corp.,,Tourism,7048,XTKS,1WSJ
Verite Co. Ltd.,,Clothing Retail,9904,XTKS,1WSJ
Vertex Corp.,,Building Materials/Products,5290,XTKS,1WSJ
Virtualex Holdings Inc.,,Diversified Business Services,6193,XTKS,1WSJ
VisasQ Inc.,,Software,4490,XTKS,1WSJ
Vision Inc.,,Internet/Online,9416,XTKS,1WSJ
Visional Inc.,,Employment/Training Services,4194,XTKS,1WSJ
Vital KSK Holdings Inc.,,Drug Retail,3151,XTKS,1WSJ
Voltage Inc.,,Software,3639,XTKS,1WSJ
W-SCOPE Corp.,,Industrial Electronics,6619,XTKS,1WSJ
WA Inc.,,Footwear,7683,XTKS,1WSJ
WACOM Co. Ltd.,,Computers/Consumer Electronics,6727,XTKS,1WSJ
WDB Holdings Co. Ltd.,,Employment/Training Services,2475,XTKS,1WSJ
WDB coco Co. Ltd.,,Healthcare Provision,7079,XTKS,1WSJ
WDI Corp.,,Restaurants,3068,XJAS,1WSJ
WILLs Inc.,,Software,4482,XTKS,1WSJ
WIN-Partners Co. Ltd.,,Medical Equipment/Supplies,3183,XTKS,1WSJ
WITZ Corp.,,Software,4440,XTKS,1WSJ
WOW WORLD Inc.,,Software,2352,XTKS,1WSJ
WOWOW Inc.,,Broadcasting,4839,XTKS,1WSJ
Wacoal Holdings Corp.,,Clothing,3591,XTKS,1WSJ
Wacul Inc.,,Software,4173,XTKS,1WSJ
Wadakohsan Corp.,,Real Estate Developers,8931,XTKS,1WSJ
Wagokoro Co. Ltd.,,Clothing Retail,9271,XTKS,1WSJ
Wakachiku Construction Co. Ltd.,,Construction,1888,XTKS,1WSJ
Wakamoto Pharmaceutical Co. Ltd.,,Pharmaceuticals,4512,XTKS,1WSJ
Wakita & Co. Ltd.,,Mobile Machinery,8125,XTKS,1WSJ
Wantedly Inc.,,Employment/Training Services,3991,XTKS,1WSJ
Waqoo Inc.,,Advertising/Marketing/Public Relations,4937,XTKS,1WSJ
Warabeya Nichiyo Holdings Co. Ltd.,,Food Products,2918,XTKS,1WSJ
Waseda Academy Co. Ltd.,,Consumer Services,4718,XTKS,1WSJ
Washhouse Co. Ltd.,,General Services,6537,XTKS,1WSJ
Washington Hotel Corp.,,Hotels,4691,XTKS,1WSJ
Watahan & Co. Ltd.,,Food Retail,3199,XTKS,1WSJ
Watami Co. Ltd.,,Restaurants,7522,XTKS,1WSJ
Watts Co. Ltd.,,Mixed Retailing,2735,XTKS,1WSJ
Wavelock Holdings Co. Ltd.,,Industrial Products,7940,XTKS,1WSJ
Wealth Management Inc.,,Investment Advisors,3772,XTKS,1WSJ
WealthNavi Inc.,,Software,7342,XTKS,1WSJ
Weathernews Inc.,,Technical Services,4825,XTKS,1WSJ
Welbe Inc.,,Employment/Training Services,6556,XTKS,1WSJ
Welby Inc.,,Computer Services,4438,XTKS,1WSJ
Welcia Holdings Co. Ltd.,,Drug Retail,3141,XTKS,1WSJ
Wellco Holdings Corp.,,Printing,7831,XTKS,1WSJ
Wellnet Corp.,,Consumer Finance,2428,XTKS,1WSJ
Wesco Holdings Inc.,,Construction,6091,XTKS,1WSJ
West Holdings Corp.,,Construction,1407,XJAS,1WSJ
West Japan Railway,西日本旅客鉄道株式会社,,9021,,2WIKI
Why How Do Co. Inc.,,Software,3823,XTKS,1WSJ
Will Co. Ltd.,,Real Estate Developers,3241,XTKS,1WSJ
Will Group Inc.,,Employment/Training Services,6089,XTKS,1WSJ
Willplus Holdings Corp.,,Specialty Retail,3538,XTKS,1WSJ
Willtec Co. Ltd.,,Diversified Business Services,7087,XTKS,1WSJ
WingArc1st Inc.,,Software,4432,XTKS,1WSJ
Wintest Corp.,,Precision Products,6721,XTKS,1WSJ
WirelessGate Inc.,,Computer Services,9419,XTKS,1WSJ
WonderPlanet Inc.,,Software,4199,XTKS,1WSJ
Wood One Co. Ltd.,,Building Materials/Products,7898,XTKS,1WSJ
World Co. Ltd.,,Clothing,3612,XTKS,1WSJ
World Holdings Co. Ltd.,,Employment/Training Services,2429,XTKS,1WSJ
Writeup Co. Ltd.,,Diversified Business Services,6580,XTKS,1WSJ
XNET Corp.,,Software,4762,XTKS,1WSJ
XYMAX REIT Investment Corp.,,Industrial/Office REITs,3488,XTKS,1WSJ
Xebio Holdings Co. Ltd.,,Specialty Retail,8281,XTKS,1WSJ
Y's table Corp.,,Restaurants,2798,XTKS,1WSJ
Y.A.C. Holdings Co. Ltd.,,Semiconductors,6298,XTKS,1WSJ
YAMADA Consulting Group Co. Ltd.,,Diversified Business Services,4792,XTKS,1WSJ
YE Digital Corp.,,Software,2354,XTKS,1WSJ
YRGLM Inc.,,Software,3690,XTKS,1WSJ
YTL Corp. Bhd,,Multiutilities,1773,XTKS,1WSJ
YU-WA Creation Holdings Co. Ltd.,,Clothing Retail,7615,XTKS,1WSJ
Ya-Man Ltd.,,Personal Care Products/Appliances,6630,XTKS,1WSJ
Yagami Inc.,,Medical Equipment/Supplies,7488,XNGO,1WSJ
Yagi & Co. Ltd.,,Clothing,7460,XTKS,1WSJ
Yahagi Construction Co. Ltd.,,Construction,1870,XTKS,1WSJ
Yaizu Suisankagaku Industry Co. Ltd.,,Food Products,2812,XTKS,1WSJ
Yakult Honsha Co. Ltd.,,Food Products,2267,XTKS,1WSJ
Yakuodo Holdings Co. Ltd.,,Drug Retail,7679,XTKS,1WSJ
Yamabiko Corp.,,Housewares,6250,XTKS,1WSJ
Yamada Corp.,,Industrial Machinery,6392,XTKS,1WSJ
Yamada Denki,株式会社ヤマダ電機,,9831,,2WIKI
Yamae Group Holdings Co. Ltd.,,Wholesalers,7130,XTKS,1WSJ
Yamagata Bank,株式会社山形銀行,,8344,,2WIKI
Yamaguchi Financial Group Inc.,,Banking,8418,XTKS,1WSJ
Yamaha,ヤマハ株式会社,,7951,,2WIKI
Yamaha Motor Co. Ltd.,,Automobiles,7272,XTKS,1WSJ
Yamaichi Electronics Co. Ltd.,,Semiconductors,6941,XTKS,1WSJ
Yamaki Co. Ltd.,,Clothing,3598,XTKS,1WSJ
Yamami Co.,,Food Products,2820,XTKS,1WSJ
Yamanaka Co. Ltd.,,Food Retail,8190,XNGO,1WSJ
Yamanashi Chuo Bank Ltd.,,Banking,8360,XTKS,1WSJ
Yamashin-Filter Corp.,,Industrial Electronics,6240,XTKS,1WSJ
Yamashina Corp.,,Industrial Products,5955,XTKS,1WSJ
Yamashita Health Care Holdings Inc.,,Diversified Holding Companies,9265,XTKS,1WSJ
Yamatane Corp.,,Transportation Services,9305,XTKS,1WSJ
Yamato Corp.,,Building Materials/Products,1967,XTKS,1WSJ
Yamato Holdings Co. Ltd.,,Air Freight,9064,XTKS,1WSJ
Yamato Kogyo Co. Ltd.,,Iron/Steel,5444,XTKS,1WSJ
Yamaura Corp.,,Construction,1780,XTKS,1WSJ
Yamaya Corp.,,Food Retail,9994,XTKS,1WSJ
Yamazaki Baking,山崎製パン,,2212,,2WIKI
Yamazawa Co. Ltd.,,Food Retail,9993,XTKS,1WSJ
Yamazen Corp.,,Wholesalers,8051,XTKS,1WSJ
Yaoko Co. Ltd.,,Food Retail,8279,XTKS,1WSJ
Yappli Inc.,,Software,4168,XTKS,1WSJ
Yashima & Co. Ltd.,,Wholesalers,7677,XTKS,1WSJ
Yashima Denki Co. Ltd.,,Precision Products,3153,XTKS,1WSJ
